id,location,username,name
16297568,New York,johnasbury,John Asbury
26136869,"Kingsville, Ont",PeteDriedger,Pete Driedger
1455645644819996675,nan,AndrewZebrunIII,Andrew Zebrun III
1465636669391052805,nan,CAdinnah,Chinedu Adinnah
1437697795499118596,nan,kajacaprari,Katarina Maria Milanovic Natale
280128839,nan,capttere,Tere Negus
1359633031238213634,Perú,ProLibertadPe,Proyecto Libertad
366632841,"Kutlwanong, South Africa",Nkululeko122,Nkululeko kelepu
489955111,nan,RKitenplon,Rita Kitenplon
2681368862,nan,Antonius_Bloch,Antonius Bloch
1029537857483038720,nan,GoldsteinEman,Emmanuel Goldstein 🇺🇸
1223376485144236033,nan,ellzabeth7,ellzabeth
509245207,"Leicester, England",VarinderKSahota,Varinder🧸
1453509766635008000,nan,Victori82402851,Victoria Ferrer
811826520,"New South Wales, Australia",stevol321,Come_on_man 🇦🇺 🇺🇸 🇬🇧
996505647943315456,"Osoyoos, British Columbia",Eren30620277,Canadian. Amen
1138786869318168576,PA / DC / DTX,serialloverx,ji ❥
2865310089,Kaduna,wazeeriusman,Landlord_friend🇳🇬⏺
1057602871703810049,nan,Virgini73432660,Virginia Valdez
45205347,Bay Area CA,GrisserBernard,DadBoof
142646733,"Resistencia, Chaco",DiarioCh,Diario Chaco
2922236228,"Scottsdale, AZ",erik_borchardt,Erik Borchardt
1163797536,Ille et vilaine,ElodieP_35,Elodie_35
41322282,Ireland,McNiffecent,Aisling McNiffe #cocooning
1541248026,nan,Bigbelly2,Bigbelly
402128025,Togo,OdiLoosm,Odilon
589449113,"Hampshire, UK",saracourtney3,Sara Courtney 💙
1324441378802323457,"Stoke-on-Trent, England",foxylabour1,foxylabour
213023169,🇬🇧,chocolategilly,Gillian
1425252657845858314,Tarntanya,Adelaide9876,Adelaide
552747238,nan,TarotDivine,Tarot Divination
1445108168359612427,nan,SabrinaMedjane,Sabrina Aït-Medjane
563077966,nan,armdpm,Dave McKay
87659684,Carrickfergus,DobbinsInnHotel,"Dobbins Inn, Carrickfergus #historyandhospitality"
998296120345415680,"Ile-de-France, France",AmortRoss,Dany-Ross
1093596219664928768,nan,redmatt14,redmatt1 #PeaceAndJustice
1080271898217463810,nan,NlsDelgado,N.Delgado
1395503719656136709,nan,BeigeProfile,Beige
67071892,Hell,666DEMIAN,666Demian
2278256526,On a case...,Mark_McPherson5,Mark McPherson
1403343029134573570,Earth ,21Mk777,Mike K.
602314478,toulouse,sylviemaffre,sylvie maffre
821843949312741382,nan,Yeah_ThatBloke,𝕋𝕙𝕒𝕥 𝕓𝕝𝕠𝕜𝕖 𝕥𝕙𝕖𝕣𝕖
173901359,nan,heymarysue,mary 🌟
978859148707356672,Middletown,MrBobLablah,Bob Lablah
44438256,New York,matthewherper,Matthew Herper
30315515,nan,Susaninlaguna,Susan in laguna
24766855,nan,rtylin,WolfHossa
1320384003246034944,nan,PicenusPrimus,Nicus Picenus
1427889768738611200,nan,kIHTCn8chq6oFXe,組み立て彩色工房 岩崎
1151479319388217344,nan,ineesoarees,Inês
1085308375930265601,nan,claudiaglara1,claudiaglara
1620592518,nan,Distelvink20,Rietzanger
3242941838,"Toronto, Ontario",Tags4Jags,Uncle Wan
832052154198327296,"Reading, England",gobnewsportal,GOB News Portal
241707600,Rainbow Country,MrHerriot,James Herriot
17719592,"Here, Now 
🦺",kavn,🦺BernieBro🌱Kavn🦺 📣🚗📣🚗#GeneralStrike🇺🇸🐦
872274056246169600,"Washington, USA",RobLJohnson6,Robert Johnson
769579399,nan,clia_g,🛰 A Celia P. Porto 🛰
19119318,Scheveningen Netherlands,lisakarina,Lisa Karina
40443160,"New York, NY",JamesJosephIgoe,James Igoe
757750860810117120, Left Coast Cool 🌊🌊,LAISLA1313,🕊La Isla🕊️ I am Antifa 🕊️
1436121732612608000,nan,cruisingscience,Lucy Swift
24528994,nan,hauntingofmelda,Mary Uhlik
1392171710493900801,nan,itsocheagain,Oche Balboa
2988771178,Wherever I am,pharmdax,jim axmacher
82319050,i live by the river,duncancollett,Duncan
832142567861006336,"Reading, England",gobradiouk,GOB TV and Radio
877238867908329472,Chicago-ish,AmateurExpertOp,Amateur Expert Opinions
790227912091897857,"Rio de Janeiro, Brasil",Jp_costa02,João 
1449539717951860744,Alcione.,GraeVivi,Victoria.
803717584038350848,"South Carolina, USA",SouthernLibtard,Thoughts'n'Prayers
1360596191701053443,nan,KrisPinckney,Kris Pinckney
1412120056780275712,nan,cynde1726,Classic County
1443015728244789250,"Calgary, Alberta",AndreyHristov80,Andrey Hristov🇨🇦🇧🇬
1259122690121744386,nan,pxterparkes,pedrø
823257302761254914,United States,StevenEagle86,Steven
1422716869513990145,nan,Xxxdutchxx,-xxxDutchxxx- Dutchie
46746739,nan,brmalta,brian ray
775506040561348608,nan,shakati15,Nadine Severine
1092911550808113152,"Leicester, England",ShellyLou1,Shelly 🇬🇧🇬🇧🇬🇧
1400795611323158533,DALLAS (Retread Acct) DEMS F/B,szqtexas,@SZQTexas: VACCINATE•BOOST•TEST•MASK•DISTANCE•STFU
62491428,Htx/NYC/Las Vegas ✈️️✈️️✈️️,_DJMouseTrap,Richie Aprile
1370164843114823682,"Pennsylvania, USA",afpaleocon,americafirstpaleocon
495767109,nan,urieldp,Tortu
785483318020153344,nan,suptmoran,Mary Moran
2569143476,USA,Teazle924,Teazle
1190850437697724426,nan,dad_videos,DAD STUFF VIDEOS
747349420983754752,nan,curiocat13,Camilla van Gerbig 😷 3.5% 😷 #FBPPR #FBPE
1280906222129090561,nan,YourLastChanc16,Your Last Chance
67325535,Houston,HoustonSoonerLB,HoustonSoonerLB
443490248,Barnet.,Cedar50,Martyn Pugh #StayHomeSaveLives💙🏴󠁧󠁢󠁷󠁬󠁳󠁿
1071686498,"Ajaccio, CORSE",dacinka2A,🇫🇷Gr@nzi@tti Officielℹ
42786325,"Denver, CO",BWLH_,B.W.L.H.
2965907667,Español por los 4 costados,ratiocordis,feypaz
1251339114122788864,nan,Andra57577207,Andréa 🇧🇷
1016280316699398144,nan,GPerenne,G.in.perenne.politica
256935388,Deutschland,Leon_Bergmann,Leon Bergmann
53060968,Paraná,nolengths,Bruna
109651819,México DF,Foro_TV,Foro_TV
1412959186510516224,nan,carlosH80097308,Ceelos-511
1379999573100363777,nan,AsmrDrunk,DrunkASMR
1118441215513333760,nan,kino39545029,酔拳爺
2399024340,"New York, USA",GodTrashpack,TRASHGODD
3295485912,"Londrina, Brasil",amiIacaIice,cami
30602846,"Los Angeles, CA",angeleye9Cindy,Cindy Moore
922806178446327809,Canada,tlshields85,Teresa Shields
1885028690,argentina,cointreau65,TRANSPORTADOR
791663014747529216,nan,dbro1965,dbro
2523554311,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Douglas4Sandra,Duchess of Douglas 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿
523338065,"Provo, UT",PositPoint,PositPoint
1346079835391725573,Holland,SultaneAlexand1,Ghostrec
176819010,El Tigre; Edo. Anzoátegui,Luisleotaud,Luis Leotaud
1354498558263701510,Wrocław/Poland/Polen,Templariusz6,Roman Andrzej Śniady
2455478245,nan,Ladude2014,Scott
1471736419,nan,Raijinmeister,Elisio Ferreira
330153118,nan,JEGaulden,JG
4885299459,"Zurich, Switzerland",avdelphi,AvDelphi
1031627572864606208,"Georgia, USA",TPFBreakingNow,🗺️TPFNBreakingNow🗺️
623047169,nan,aadaamaa20,✨Adama✨
758567667653632000,"Pennsylvania, USA",ZupancicJareen,JayeMarie
288015469,MUNDO,cmwymaria,Life MD ❤️❤️❤️
364332616,nan,CaptainFr33dom,Captain Freedom
1415840024709505029,DomandoProvidas,VaporubQueen,👁️👄👁️ ℕ𝕠ℙ𝕦𝕖𝕕𝕖𝕟ℂ𝕠𝕟𝕍𝕒𝕡𝕠𝕣𝕦𝕓
191330725,nan,dannncg,dan🎄
142231462,nan,misatomisato512,みさみさ
1171566207033589760,nan,D01693919,Damone 🇺🇲 🚛
1450311951150505986,nan,Hero210T,ตะวันส่องเเสง
3383375818,"dentro da, sua mãe",xandlu111,marcos
63904147,"Abuja, Nigeria",Ser_Bart,SiNaChi
1368853170567454722,The Crack Shack❤️,_JesseSlaughter,Jesse Slaughter
1045033320831160320,"Buenos Aires, Argentina",lamochadelruso,Filamento intermedio
1258830427185451008,nan,EslavaMarta,Marta Eslava
1084180137120272384,"Rio de Janeiro, Brazil",HeloisaBernste1,Heloisa Bernstein
14250699,nan,ibnkafka,"Anckarström, Esq. 🎗🇸🇪🇲🇦🇵🇸"
1450550311626629122,nan,Deretou58123325,Deretour
8217552,"San Diego, CA",jennyjenjen,Manic Pasta Dream Girl
948637293602058244,"Newcastle Upon Tyne, England",H4mmy14,Hammy
1288856504561532929,Ile de france,KoulKooll,kool mess marre detre cool
482413140,"UT, CA, TX, MD, PA West Haven ",jJustOldnTired,Russell K Walters
1453690205639102469,"West Kelowna, British Columbia",LenDuda5,Le Duda
1339602160422535175,Uranium City,cream_internet,VLADZY
1373637059445989379,"Potsdam, Germany",MitQuark,KartoffelnMitQuark
2355175141,London,mark14907,GeDesPi-Printables
19586239,sevenoaks kent england,lesleypeal,Lesley Peal 🕷🇪🇺🇬🇧
1249054544895623174,On the loo ,WilloWispish,WilloWaspish
1634186324,nan,shazkaza1,Kal Shaz
797248104,"Louisville, KY",xJewpac,Zach
944652911036059648,"Duluth, GA",DaveAlfa164,Dave
4086456137,"Georgia, USA",KdMadea,KdMadea✌🌍💙
3198919216,nan,surrey21lady,surrey lady💙 🔶🕷 #FBPE #RevokeRemainRebuild
1445066792041340934,"London, England",AKernOfficial,AKern Official 🍥
741333398115868672,nan,pirate4004,Chris Johnson
65581595,Esperance WA Australia,dodgierogie68,roger brown
50676268,nan,volaguer_,Víctor
1311827151692455936,nan,catalin63192455,catalinabeatriz
2333456605,Bkk,koftfyman,2shots Espresso
1343991910952808452,United States,Nchanted_Rose,Nchanted Heart 💖
1206615377033207809,nan,merry_ghouled,𝕄𝕖𝕣𝕣𝕪𝔾𝕙𝕠𝕦𝕝𝕖𝕕
700773300868349973,nan,sweette47504968,sweettea
1199332435701485569,nan,42Sz40,SZ40/42
178570602,Ciudad Autónoma de Buenos Aire,coche1967,jln67
776085678,Hogwarts ,mairead_oleary,Mairéad 🍂🌬️🌦️
298206561,nan,capitanpumita,Rulasstark
1118923168398422021,FLORIDA,phoebebuffet121,PHOEBE BUFFET
141642957,"New York, USA",SkittyxKat,SkittyxKat
197992991,nan,cancerclasses,cancerclasses
1250415659760017408,BRASIL,Conservadora191,Rosa - Conservador@
111071866,nan,eugemunxxoz,eugemunxxoz
946900498744934402,nan,LisaNG_Hawaii01,Lisa NG
974612461449105408,"London, England",joeydeacon69,joey deacon
1098347318078771201,Somewhere,Andrew70265613,Lord Fraud #KroenkeOut #ArtetaOut
1238916043537403904,nan,Charla14378566,PNW A breed apart
1005627866980155398,Brasil,_Gabas1,Søren
1143848268,City of London,GeziWoman,Nina Ryder 💙
2365332748,United States,CherylHaase,Cheryl Haase
264676182,北関東,fairy726,こけもも☆
547806316,"East Midlands, UK",RuthEAdamson,Ruth Adamson 💙 #Ihavebeenvaccinated
398767861,nan,ifysle,iFysle
2677555078,"Toronto, Ontario",Bellamusexo,Bella Muse 🎄
860317192730103809,"Minnesota, USA",45xiatai,Karl build back better Bunday 🌊
193163402,nan,Mr_Chata,J Anthony
178287503,Australia,LibDemAus,Liberal Democrats
1256701306468777984,"Quito, Ecuador",contraportadaec,Contraportada
1148835054996488192,"Hannam-dong, UN Village Hill",reixxlestrange,life is not daijoubu
779299064659574784,USA,mistykatt96,🐈‍⬛ɱιʂƚყƙαƚ💛🐈‍⬛
1062806249421578240,nan,Reporte55384891,Reportero
2388220440,"San Diego, CA",friendlyWendyB,DejaThorisCarter
1285136798755110913,"Taguig City, National Capital ",StoicJCNoMore,StoicNoMore
1127095859173253121, ,aE0WVbdmck75Spt,nanashi
1322395924832821249,nan,MrAndyDufresne0,MrsKravitz 🗣🇺🇸🦅
388105873,nan,UsaPete2,❌Deplorable-DJT GOP❌
897344824092762112,nan,libertarianwin,Facetious Libertarian
46712494,MEXICO,gabycisneros,AngyC
35835586,"Fort McMurray, Alberta",MuniraManji,Munira Manji
1153709761478553600,nan,shocked_daily,slowly_getting_stupefied
1462285859114397696,"Texas, USA",JSmoov1978,Jonathan Doyle
51060847,The Low Countries of Europe.,semiCARTERmvtic,Saudades.
18377913,nan,warrior_class_1,Machines of Our Disgrace
1397226983348572162,nan,RainerCMent1,Rainer C. Ment
283604227,"Diksmuide, België",AndyVermaut,Andy Vermaut
1019062273136984064,"Dungun, Terengganu",PMR_Dungun,PMR DUNGUN
1465629924954230784,nan,Anu15541,Anu
66120349,"Cambridge, MA",MarjorieDecker,Marjorie Decker
320541554,"Alameda County, CA",ReillyHamil,Early Treatment
1439565863481446404,nan,lawgonaut,Christopher McGrath
45241272,"Durham, NC and Charlotte, NC",tcsell,"Timothy C. Sell, PT, PhD"
471737724,"Fukuyama-shi, Hiroshima",Sanka2525,猫好きのちるちる
1347384973,nan,luludji2,jessebel🌻🌿👣
3099969544,nan,Amina_Loki,Amina_Loki
349381846,nan,Tallestpurpl,Tallestpurpl
44264328,Brandontown. Let’s go!,TwiloGuy73,Dr. Deplorable Gay Guy 🏳️‍🌈
705023369339662336,nan,ConstanceBens14,Constance Benson🇨🇦
2356826352,"Ceará, Brasil",Gabrielsousa_c,GABRIEL
90128421,"Dublin, Ireland",HazelKLarkin,Hazel
306217236,nan,lb_ld,LD
1048020316859973633,nan,gUiDe_achi,โปรตอนแช่นำ้🦦
556909177,最近ワイルドエリアにいる,Dantalion_s72,ただの黄色いたまごやき
1447390172987994113,Tennessee,DaySmallThings,DayOfSmallThings
87947568,"Nepal,(Pokhara  👉🏼Kathmandu)",ashishmanipkr,ASHISH
1460643298285129729,nan,BobMoobs,Bob Moobs
2402170782,"Porter Ranch, Los Angeles",droder5_darlene,Darlene Robertson
1022125614634074112,"São Bernardo do Campo, Brasil",_Marcelo_Cortez,Marcelo Cortez
1305718569456476160,nan,pnk2542,♡ น้องพีช (โมจา) ♡
1240378693760868352,"California, USA",FreedomPlumbCA,Rockemsockem
1165024871627350016,nan,moonbreeze2,moonbreeze
2437440590,"Hampshire, UK",ayshazen,Chrissy Russell
825488341197942784,"Greater Denver, CO",Vmbritsch,Ronnie #VOTE #VOTEBLUE2022 🇺🇲
504144034,"Melbourne, Victoria, Australia",jamielamond2,jamie lamond✳️✳️
1334712547,nan,sabahelher,laura c
133993456,Wien,Fg68at,Einzeller 🏳️‍🌈
340363347,United States,Atrue10,ATRUE10
1285222125884919811,he/her/xem,BR0FLOVSK1,indi 🦇 19
1354217944302170114,nan,SherryBoBerryMe,Cherie Bo Berry
1362348399576645632,nan,guemily1,✨Guemily✨ 🇻🇪 sigueme y te sigo 😉👍🌟
897849401007251456,nan,GOOGLE_NI,ต้นไม้ ทะเล ภูเขาและสายลม🎀🦋
1279395271215132672,nan,Lynn71576357,Lynn
706680988215062529,"Wiradjuri Land/Albury, NSW",sarah_krieg,Sarah Krieg (Taylor’s Version)
410286704,nan,udubfan13,PRAISE KEK 1776!🇺🇸
1160804181965336577,JAPAN,YmKiiy,ひとみん
1354855411199963143,"Auburn, AL",ArmyAu84,Kevin Ingalls
34677788,New Jersey,northjersey,NorthJersey.com
1124340472976171008,The Netherlands,JaapTitulaer,Jaap Titulaer
1379436710929465350,nan,NewsJaun,Jaun News English
174730337,São Paulo - SP,fabiohcsimoes,Fábio Simões
156684135,nan,Forward_Focused,👁️⃤-Rah (Geechee Geek)🥷🏿
1273654669114511360,nan,MariaCr73390061,Maria Cristina Zanette
2161176670,South Africa,Sba_Nt,Sba
15457347,"Seattle, WA",LikkitP,LP
82241627,"Fort Frances, Ontario, Canada",stewak2,Kevin Stewart
1354926790947569669,nan,anon_ark,ArkAnon
1590329330,"Mississippi, USA",jwhite0316,Jason
412430875,nan,hannahjook,Hannah do Zé🚩🇵🇸
260000885,USA,LaurenLavelta,Lauren
1388226505625509889,Sancti-Spíritus,flamadrid4,flamadrid
1438593050943623169,nan,Auxiliar4tad122,Auxiliar 4ta Cía D-122 CZGNB-12 (LARA)
1361744068066353156,nan,SmilingOutrage,OneSmallVoice 🇺🇸🇺🇸🇺🇸
1257036568541515778,nan,Michael73706109,Mike.
407055170,"Bruce,Grey,Huron,Perth ON",RuralHomeCareBG,Rural Home Care BruceGrey
1176579236179652612,United States,AnnEsther12,AnnEsther
1380520883962449920,Órbita de La Tierra,ga_gagarin,Ga-Ga Gagarin
859463906779070469,"Texas, USA",wmatrader1963,wmatrader
11769012,#globalwitness,TheGlobalWitnes,The Global Witness
218598938,"Ottawa, Canada",Mike30Trill,Michael Baran
1149407934,nan,JustmeTy78962,justme
4885618131,nan,carlafrederic4,Carla Leite
38226173,"Bogotá, D.C., Colombia",Johan_1090,Johan  Arguinzones
1392075497014661122,nan,Juthakarn7,Opor_nf
1409299678127067139,nan,Firefighter4G,Firefighter4God
80002928,nan,FuzzyMarth,ghostly panda bleats
1372695944983089153,nan,dubbya_c,liberty
153177381,nan,micjojd,MiJD
242104229,nan,pmsolo27,peggy
3219670842,"Los Angeles, CA",njoyflyfishing,Nathan Joyner
95607090,"New York, NY",ak40sven,A-K
1195315325195214848,Nearest Gun Range ,TrumpPuppy9,Storm ⛈
854272141742579712,India,QudachIndia,Qudach India
1082278181284036610,"Wroclaw, Poland",GoyaGoyanka,Goya
1912855566,METEPEC ESTADO DE MEXICO,ufar52,URIEL AVILES
733748662552154112,nan,GynoLazcano,Higinio Lazcano
1038165963798134784,"Richmond, VA",JamesFBuckley2,James F Buckley
1430214109165981700,nan,Comirnaty21,Comirnaty
2389616896,"Recife, Pernambuco",sadcamboim,Bea
1324586070969774081,nan,Sunny76295480,Sunny (澳喜特战旅）
2324138109,"Midrand, South Africa",Nkukzdlamini,Nkululeko
250411390,"Toronto, Ontario",queenchriiss,asante
121628554,nan,la_scherman,La Scherman
1415112464375717944,nan,RavenRa50543252,Raven Raven
1330485151894298627,"محافظة عمان, المملكة الأردنية ",IHateCorona3,IHateCorona
73249150,Mn,bigdaddy24485,Dan Matykiewicz
824326218183012352,"South East, England",rawls_heather,Heather Rawls 💙
2256982358,nan,esme35975435,esme
312191884,nan,g_luisalberto,Luis Alberto Garrido
617874383,"Brussels, Belgium",i3v9y90,Ivy
1344419372375412737,nan,tangosmom14,tangosmom
1243593761042522112,Canada,gillian0000000,Gillian Mc
1139492875958272000,nan,HironoriMayuki,菊池宏典(常に戦力外の保健室長）
708998247906283520,🇯🇵,yen_phoenix,🎌参七🚁
16236179,nan,Janetfaye,janetfaye
1170434407,"Flint, MI",PGBigRed,Phil Caudle
1348677302352306177,nan,DittoheadUSA,Rose
1088525713781731338,"Paracambi, Brasil",ericasilvaneves,Erica Neves Da Silva🌵🌵💙
197007124,Milano,carlo_centemeri,Carlo Centemeri
349811491,nan,DougMaxwell1,Doug Maxwell
550838525,Philippines,jmsdebonaire,제니퍼 상가
142962594,nan,monicademty,Monica
1264970234,"Georgia, USA",SandismithSandi,Sandi
462223916,YORKSHIRE,Sp0ntaneity,AlpHa_OmeGa
1019678356508430337,St.Vincent and the Grenadines,Donel02,bigbattygyald🧍🏾‍♀️
18725633,"Washington, USA",RRalstonAgile,RR 🏊‍♀️ Edmonds!
254831413,Htown 🤘🏻 Texas 🤟🏻,itsmamajas,Mrs Hernandez 💋
29989198,Vitória,vinni_ricas,Vinni
1315370882865475584,nan,SimmonsTaniqua,Taniqua Simmons
4227613439,"Charleston, SC",YAJ100_,J.
1261719531854221316,Undisclosed Rural Location,joesmithreally,"anyman, American Kulak"
1163541238697660416,"Memphis, TN",Ebony_Kay96,Ebony💋
2378324935,"Charlottesville, VA",MrTAchilles,"Trevor ""Trev"" McKee Achilles"
308898880,Everywhere/Nowhere,bill_summer,@thedailytaoist @DoomerPodcast @Yukon_Gold_Energy
867330446,nan,Litlrox,Litlrox
1224830134269726726,"Cumbria, England",NaomiBr22935667,Naomi 💙 🇪🇺#FBPA #FBPE
1362443722525454345,nan,CosmicS70352387,Cosmic Star
165148009,ribeirão preto,suguilu,luana (xtudo)
1130524899695570948,"Lockport, NY",JudiNezforTruth,Judi
1266903574153486338,"Minneapolis, MN",treg_ann,Ann Treg
464099675,nan,mjhollenbeck,The8thSage
409656995,nan,LeslieFlemmer,Leslie Flemmer
30071893,"London, UK",Sparkyxxx,Sparky
839715908817829888,"Albuquerque, NM",SusannaSaysSo,SusannaSaysSo
1431036596212670466,nan,Rodgacy5443,María Concepcion Rodriguez
1459654286602874884,nan,halljoy410,Joy Hall
1441297382,Kansas,crickie00,Crickie00🇺🇸
1384983819653025793,nan,RobFisc69455738,Robfish
1291151506549272576,California,CircuitCityVEVO,Bon Ivermectin
1219440099647205376,nan,VaGrangeiro,Valéria Grangeiro 🇧🇷😎💋
794397081427394560,Mouth Full of Lies?,truthpiks,T. Ruth  Burns
158519381,New York #GoodTrouble,loradler,The Honorable HillaryWon 🇺🇸☘️
1105041793081499649,Meanjin,ligerze95880162,LigerZero
3307713694,"Poland, OH",PTekach,Pat Tekach {Gifford)
3246201361,nan,JesusGarcia679,Jesús García 🇲🇽
336293275,"Utah, USA",JAS16AZ,JAS16AZ✡️
883356475,new york,32wonitcom,32wonit.com
3054434456,nan,1BigAl7890,BigAl56872
1263168182317129730,"🥛— love (n.) a great interest and pleasure in something, or, an intense feeling of deep affection. that is, everything i feel for you, nadeshiko.",tskkberry,elli ♡'s kou | ⚢︎
1292987903208050690,nan,liberty_loki,Loki
415864466,"Tucson, AZ",tucsonlaw,tucsonlaw
980841944,"Florida, USA",DianeEugenio,Diane Eugenio
138619586,Northern Air Temple,DanTresOmi,Puno De Llero
3057337101,nan,Lozbine,Lozbine
1325610670763728897,nan,JohnParkens,john parkens
1249748595282186240,nan,RhaSylvia1,Rhéa Sylvia
66337782,Jakarta Capital Region,philomimi,ismi
97575792,nan,DCAMillie,D.C.
1343722210544951296,nan,TobyTyl71781864,Red Wave is Coming!
1422228366246039557,nan,TanveerAbrar3,Tanveer Abrar
1083685036216463360,Bermuda Islands,EquityDiamond,DIAMOND EQUITY CONSULTING
329206097,nan,Jorgeg99,Jorge Guillermo
1635656984,nan,chandrawinotoo,Chandra
1293511910432768000,"Andhra Pradesh, India",comrademuraliPK,𝐌𝐔𝐑𝐀𝐋𝐈𝐊𝐑𝐈𝐒𝐇𝐍𝐀𝐏𝐒𝐏𝐊 
886896540928937984,United States,Roland011073,Roland Blackmon
46704411,"-21.136246,-44.25931 BH!",acharbel,Andrea Charbel
1429193106898006020,nan,Band3Rc,RCBandiera
1299682310883700736,Not A City Boy ,mark08292020,ThisIsASocialMediaHandle
1267851693590548481,nan,Support_Lif,Maria Granada🇨🇴💙
292833334,nan,mborjacoloma,MarcoBorja Coloma
107218201,Earth,bischbosch1,[KASAP]
3493145541,nan,helenamh17,helenamh
759568004782829568,"Texas, USA",Angiliano1,Texan Floki
1352572483,nan,sethrow991,Stephen Davis
1108896667787386880,nan,cover_dark,Dark Cover
1001291189893697536,"Brampton, Ontario",shannoniyer,Shannon Iyer
1143376314,"Kaneohe, HI",freedragonfly17,Kerfreedom
852640528403505158,"Guayaquil, Ecuador",jorgediazgye,Jorge Diaz
18843894,"Florida, Florida, Florida ",gaj724,Puppies Resisting in a Red State.Wear your MASK.🐶
1158524089373548556,amiens ,zeysh,sucre
816525724588724224,Canada,LostTogetherCda,Susan Healey
1463708650489458691,nan,paulolisjr,Paulolisjr
280105705,nan,edu_curci,Edu Curci
1162987842,nan,PatDtstuff,SecretaryofRevenge
90951692,"Dublin, California",davidjharrison6,David Harrison
1316565953400848384,nan,tbeshy99,Don'tbeshy99
538401157,State of Confusion,_BatMN_,BatMN
1280569865645023247,Boston,DaaniPooh,Raheel Shafi 🌻
1429515164882071553,nan,MactoAz1,OR2AZ
1447384656454770691,Texas,MogulPilot,CubPilot
1420144920195571713,Occupied Territory,RadioFash,Punic! At the disco
68357725,nan,friskydonut,Ben Thompson
42181872,"Guelph, Ontario",islesrock,John Lennon
267821512,MAGA,PatriotFlip,🇺🇸 Flip 🇺🇸
1395167948,"Pittsburgh, PA",ORMorrison,Oliver Morrison
1283134777424519168,nan,TishaMa01008873,Tisha LeeAnn Martin
1351038418474721281,nan,Ferdi1Suprianto,Pak Ferdi
953148558,"Denver, CO",aghigleri95,Amanda Johnson
4617599487,nan,tlfordsc,Be Cocky
1365336567389151232,nan,Artist_sspp,Sprite
1427112638207590402,nan,samyotin401,ศุภรักษ์ อดทน
1096929752601059332,nan,Victora11748909,Victor_am
1174795365448421376,nan,JaniceKMoore2,Janice K Moore
1371832736239996934,"Medan Baru, Indonesia",Arinabila_,Arin Nabila
1319105151563714562,enhypen▪︎txt▪︎bts▪︎stray kids♡,biniestarz,ITO: jhu hiatus
1462838190478299139,nan,wirsakdiphansi1,วีรศักดิ์ พันสีทา
999038191,nan,adafra777,Adam Francis
70994984,Paris,_BABACAR,Babacar Samba Naudin ★ ★
1446170959866699778,nan,fjbfjbfjbfjb,Liberal tears taste so sweet
714836509300432896,"Colorado, USA",Tank5280,We The People
509797735,USA,MasterHefe,J_Hefe
273603057,Ilha de Lost,gofish_deby,debora guttierrez
1149356028628275206,Ciudad Autónoma de Buenos Aire,19Ivan2,🇦🇷❖☜𝕴𝖛𝖆́𝖓☞❖🇦🇷
2724200325,Berlin,LilostartupLilo,lilo start
219954713,"York, PA ",SullyElizabeth4,Sully Pinos
570753125,west texas,Maggieme863,Maggie
732376738156552193,AZ,bluethuglife,Blue
1282801034264543239,nan,Sergeant10301,Sergeant1030
171484568,Melbourne.Bombay.Bangalore,MinolAjekar,Minol
907365745515999233,nan,bricon40,Bricon40
1088525713781731338,"Paracambi, Brasil",ericasilvaneves,Erica Neves Da Silva🌵🌵💙
1366030349315100675,nan,varunsh64953962,varun shukla
864594454904283137,nan,dawnslight1776,Patriot Guy
4895334994,Brazil,anabchamploni,Vitamin A - Master's degree in Social Psychology
833875558803046403,New England ,Emmerbetic,Emmerbetic
1436366064166789126,nan,PierretteDe2,Pierrette De
874276016,nan,BRok_Horrible,RGkaKgar
1427341234679402535,nan,John14070250,John
1293538381,North America,jerZboyUSA,*****jerZboyMediaUSA/#LetsGoBrandon****
566324588,nan,TD_Stewart,Terry Stewart
1356820080286334977,nan,Jajangsum127,JajangSumarna
1023810577838235648,Multifandom World,heyitsmehakim,•نور حكيمه•🇲🇾
1340795701874159616,nan,Lorrain15587901,Lorraine
1402327969087909892,nan,emma6USA,Susan
1290880988420042753,nan,SarcasticCupcak,Sarcastic Cupcake
1139828011312635906,nan,RinTheTrap,Rin🔞🇻🇳
924243895,nan,chucka20,chaz
6287432,"Jacksonville, IL",USA_1st_MAGA,Shannon Leigh
953876146034298881,France,Yomartel7,Yomartel7
719357955439796224,nan,marinabentan1,marinabentan
1280275308122214400,nan,TheWand02571173,The Wanderer
1011381399235055616,United States,inside_outfield,InsideOutfield
62678998,"Ellis County, TX",brianeharrison,Brian Harrison
713254164286074881,nan,LiekMacowParrot,Lieka
24206398,"Missouri, USA",TweetFiction,It's James and the Awful Truth
3860712673,nan,mrtnzfred,Fred martinez
1444009032738607107,nan,qdrv8cqj9w,Julie Habberfield
1286624674957406209,nan,AlwaysAuntB,AlwaysAuntB
39310815,The Mahogany Room,Blackmhgny,Blackmhgny
1113824938215997440,USA,thiborz,🇺🇲 Omicron Mogwai™🇵🇷
2944410062,nan,starbucksbauer,Walter Bauer
